path,x1,y1,x2,y2
12982.png,61,17,290,313
19628.png,68,35,494,569
06823.png,81,57,366,423
16762.png,42,14,193,204
12584.png,131,85,403,428
11877.png,127,69,523,570
13828.png,30,17,168,180
14976.png,48,28,182,199
15843.png,45,33,182,196
20381.png,41,22,180,204
02317.png,44,8,374,431
10906.png,120,31,608,673
08937.png,0,73,244,463
21120.png,95,50,362,382
20634.png,80,54,409,440
09500.png,42,23,185,205
14189.png,55,24,187,199
12650.png,117,52,490,527
22351.png,128,75,417,449
14066.png,40,26,181,196
04285.png,149,73,556,598
18917.png,45,19,184,204
21373.png,44,14,185,206
16278.png,91,54,378,422
10292.png,121,88,459,507
11013.png,34,24,187,199
06820.png,51,28,202,233
16337.png,43,28,186,203
14816.png,40,50,178,209
13068.png,58,67,167,192
04367.png,53,25,224,244
04612.png,137,81,492,546
10363.png,38,7,151,163
02977.png,47,27,204,232
21648.png,53,35,198,228
18526.png,45,20,189,209
00687.png,60,15,235,231
03210.png,109,84,482,519
13148.png,35,14,193,205
00599.png,-1,-1,-1,-1
03099.png,114,57,466,534
09569.png,97,40,403,444
07279.png,50,17,223,240
16862.png,135,70,592,675
12740.png,40,20,183,197
13411.png,101,48,520,566
15775.png,133,160,493,583
18584.png,48,28,181,204
11571.png,36,24,202,222
06481.png,54,28,220,237
16022.png,108,68,414,453
21579.png,-1,-1,-1,-1
09671.png,42,12,185,203
16764.png,-1,-1,-1,-1
21146.png,38,18,177,198
04375.png,72,74,261,310
12350.png,132,165,481,576
15154.png,162,83,548,616
10682.png,46,25,180,207
09407.png,44,26,193,201
13114.png,-1,-1,-1,-1
03446.png,65,43,229,261
10377.png,73,30,307,351
10694.png,-1,-1,-1,-1
02543.png,-1,-1,-1,-1
06943.png,86,41,391,424
07466.png,23,17,122,122
14160.png,84,54,437,468
00425.png,-1,-1,-1,-1
01702.png,90,36,473,521
09437.png,36,24,180,192
21929.png,87,54,437,459
15500.png,82,26,370,416
21659.png,102,68,443,467
04977.png,-1,-1,-1,-1
09039.png,89,58,413,447
10712.png,128,30,507,560
01166.png,214,126,954,1043
08503.png,95,34,427,470
04314.png,39,25,159,178
21438.png,34,24,166,193
01618.png,112,85,520,582
15103.png,82,23,346,367
19849.png,52,22,180,205
13162.png,32,19,183,192
20257.png,-1,-1,-1,-1
19589.png,76,33,433,464
07671.png,46,25,190,207
05212.png,32,20,148,162
09822.png,130,33,588,651
10452.png,47,26,173,193
01016.png,31,15,206,233
16792.png,41,19,173,190
20778.png,41,22,161,177
12212.png,42,22,181,199
13395.png,245,102,1045,1155
19024.png,-1,-1,-1,-1
03627.png,105,45,439,453
21696.png,189,46,888,950
05717.png,89,64,428,468
11238.png,34,0,189,195
00653.png,-1,-1,-1,-1
14735.png,93,45,506,533
01595.png,106,92,484,555
20963.png,121,60,495,580
04122.png,65,34,223,243
14253.png,45,26,183,198
15408.png,-1,-1,-1,-1
19915.png,36,23,184,217
14841.png,45,31,180,199
15726.png,46,31,175,188
03974.png,65,23,306,327
15965.png,-1,-1,-1,-1
16591.png,21,34,155,194
21095.png,129,36,549,608
13248.png,112,55,483,522
04441.png,41,28,211,235
09811.png,48,12,189,204
05823.png,91,37,365,394
00505.png,106,55,491,561
05833.png,52,27,219,220
19456.png,250,145,1025,1125
06137.png,61,27,231,240
10164.png,48,39,176,198
03802.png,68,33,243,279
09760.png,90,16,382,387
21066.png,29,12,181,200
14409.png,126,57,492,534
05075.png,53,18,231,223
19974.png,137,84,637,666
21858.png,73,43,323,347
13265.png,45,15,181,195
18241.png,92,42,343,354
16143.png,-1,-1,-1,-1
03705.png,56,37,193,226
02404.png,75,31,364,400
01491.png,126,63,562,631
04625.png,125,131,458,539
15572.png,87,40,371,416
04524.png,72,39,258,283
03998.png,61,10,253,275
16841.png,86,45,383,409
16615.png,93,46,497,547
19710.png,25,14,148,159
06130.png,72,30,292,316
13020.png,41,15,190,200
07194.png,46,21,207,235
18047.png,-1,-1,-1,-1
01945.png,91,48,423,463
02986.png,85,52,416,443
04942.png,70,47,284,315
22095.png,78,49,416,484
08467.png,47,18,218,220
05569.png,28,13,129,145
04425.png,80,32,371,424
08077.png,74,84,197,236
08656.png,265,194,937,1041
15836.png,44,26,178,198
16267.png,39,19,186,202
01485.png,114,51,511,542
07326.png,22,15,109,118
01397.png,92,50,387,446
15551.png,120,95,435,474
03687.png,193,65,718,781
11851.png,41,33,182,195
15522.png,125,91,482,563
12405.png,35,20,189,200
20064.png,86,53,393,444
12558.png,81,44,290,309
05480.png,90,83,348,388
04668.png,81,20,398,433
19175.png,35,25,183,218
13708.png,136,52,524,577
20396.png,42,21,186,200
17710.png,37,21,186,202
19126.png,72,60,419,462
00917.png,40,12,213,228
20755.png,46,36,178,206
17723.png,40,23,183,204
06288.png,92,49,432,469
12420.png,44,15,186,199
00560.png,127,64,575,645
07403.png,44,15,210,239
04733.png,76,52,356,400
08719.png,104,69,447,500
21665.png,133,63,629,657
15083.png,40,20,194,203
16567.png,81,36,414,457
05933.png,251,193,853,959
09346.png,67,36,271,284
09047.png,139,74,456,504
08617.png,119,44,486,524
10922.png,44,22,182,195
02640.png,45,21,226,240
10604.png,43,20,181,199
12291.png,-1,-1,-1,-1
08471.png,61,44,329,364
20106.png,49,20,177,206
11410.png,131,88,617,667
16588.png,44,11,183,191
17577.png,238,147,1010,1120
17272.png,261,45,935,988
19789.png,100,70,442,486
20933.png,32,19,191,206
09908.png,103,65,392,435
13805.png,48,30,225,257
08948.png,70,43,316,379
08336.png,103,41,392,418
08961.png,-1,-1,-1,-1
21820.png,238,147,1010,1120
02797.png,112,85,568,647
10268.png,36,17,192,202
06874.png,102,70,425,466
04586.png,114,34,470,493
02364.png,90,46,403,450
21853.png,84,33,390,426
07901.png,47,24,206,227
17641.png,42,15,181,207
01446.png,49,19,227,232
01900.png,122,69,509,542
17193.png,38,29,175,193
08838.png,96,44,407,422
21892.png,-1,-1,-1,-1
20037.png,49,18,237,257
12665.png,95,70,489,532
17484.png,98,68,381,430
13987.png,29,13,194,210
04049.png,73,17,306,332
01042.png,62,38,317,355
20466.png,-1,-1,-1,-1
02118.png,56,33,233,251
11219.png,165,68,686,749
15218.png,39,29,181,196
10015.png,46,30,182,199
10670.png,90,55,384,427
21088.png,84,44,399,429
19943.png,50,31,184,198
12372.png,66,42,356,386
14420.png,41,19,178,200
04250.png,190,138,683,787
10563.png,54,46,180,197
14254.png,35,21,188,204
03514.png,102,61,408,464
19058.png,38,14,181,197
19381.png,48,34,183,201
03077.png,66,40,370,414
05237.png,97,53,410,447
21225.png,100,96,431,465
00894.png,114,66,379,437
08518.png,35,30,205,237
20384.png,80,52,360,397
04615.png,123,80,464,514
01379.png,96,71,332,377
20873.png,41,7,189,201
06709.png,60,39,227,263
21302.png,41,14,184,200
08482.png,130,51,540,609
02754.png,83,21,428,452
09480.png,83,68,464,538
15150.png,44,20,190,199
11143.png,40,21,173,194
18038.png,38,22,164,187
15047.png,44,24,210,227
16619.png,60,14,259,287
08605.png,94,57,390,440
18798.png,33,9,167,183
14036.png,48,27,179,191
09658.png,43,17,187,200
03943.png,51,50,206,239
19815.png,43,14,190,203
00263.png,-1,-1,-1,-1
03759.png,99,29,507,547
11203.png,43,36,174,194
05047.png,65,36,250,276
17872.png,38,26,185,203
17488.png,37,25,179,198
04951.png,-1,-1,-1,-1
15116.png,101,51,460,491
05386.png,90,0,356,364
00137.png,129,68,477,542
08593.png,81,50,368,421
20265.png,61,28,239,264
22292.png,62,39,352,402
01164.png,72,34,434,486
05489.png,39,24,173,201
03824.png,55,22,402,467
15183.png,95,40,338,393
09219.png,77,21,303,335
20512.png,45,22,181,200
02193.png,52,40,213,235
16555.png,55,55,465,555
16221.png,81,36,414,443
01761.png,53,32,238,265
09455.png,38,25,185,203
07392.png,81,3,466,523
02863.png,139,139,456,552
10826.png,45,26,178,200
10279.png,36,28,156,175
13240.png,132,101,512,558
00609.png,-1,-1,-1,-1
20639.png,56,34,251,263
17864.png,49,19,182,202
19105.png,-1,-1,-1,-1
12640.png,140,65,551,622
00441.png,55,28,235,258
03797.png,107,58,352,367
21706.png,107,69,497,545
02901.png,169,151,841,947
08854.png,50,33,196,220
20217.png,-1,-1,-1,-1
20838.png,51,20,192,206
16490.png,44,27,184,204
21122.png,98,60,403,448
12532.png,44,17,180,198
02982.png,102,27,495,516
11682.png,93,44,406,441
01570.png,46,28,195,208
13647.png,88,57,389,419
21647.png,111,37,488,542
15216.png,73,36,418,485
02584.png,-1,-1,-1,-1
19246.png,107,61,474,518
13444.png,90,30,377,418
10699.png,50,28,191,217
15584.png,46,33,215,230
19261.png,-1,-1,-1,-1
08786.png,83,60,394,462
17715.png,48,16,183,199
06804.png,30,22,153,178
08952.png,67,48,331,374
16858.png,40,17,181,212
11192.png,69,26,282,294
11323.png,30,17,173,198
12132.png,114,85,444,493
10340.png,93,45,349,413
00651.png,61,54,212,230
16427.png,-1,-1,-1,-1
21639.png,101,76,419,445
17590.png,93,32,471,516
10649.png,159,90,587,655
18307.png,27,14,178,206
03983.png,70,53,485,563
18900.png,70,43,268,299
05633.png,121,53,497,567
02804.png,49,20,337,384
08539.png,131,31,490,535
18011.png,92,33,364,398
11568.png,39,19,183,196
20412.png,14,14,180,223
18518.png,47,16,187,204
12078.png,47,20,179,208
11768.png,39,27,181,205
05093.png,28,26,201,211
14453.png,125,49,608,657
15766.png,29,20,112,122
01576.png,63,46,408,458
07776.png,45,11,218,227
06194.png,83,49,302,331
01380.png,-1,-1,-1,-1
18642.png,-1,-1,-1,-1
00170.png,80,29,315,332
08335.png,123,58,497,552
13163.png,273,119,1108,1190
19653.png,31,5,193,208
19245.png,45,22,196,198
21365.png,55,14,221,243
21699.png,111,100,867,1079
13128.png,40,17,214,221
17744.png,112,97,416,477
17812.png,-1,-1,-1,-1
05136.png,-1,-1,-1,-1
07051.png,153,67,600,663
15379.png,51,53,171,196
07444.png,72,42,369,400
16685.png,101,60,428,448
13963.png,47,27,174,189
02609.png,29,18,115,130
10425.png,49,19,177,202
14506.png,88,52,386,426
08353.png,51,26,220,228
00283.png,82,38,494,560
18144.png,43,15,182,204
02462.png,33,38,186,226
01187.png,136,95,481,523
12766.png,35,17,184,206
15934.png,60,38,314,329
19406.png,40,25,188,203
05890.png,106,49,418,474
12259.png,35,20,180,200
16891.png,38,17,181,195
09579.png,126,68,443,466
04946.png,108,11,505,547
05488.png,218,142,796,848
06093.png,48,27,209,234
00673.png,128,63,542,605
04662.png,113,53,461,484
21063.png,40,22,180,199
01940.png,190,455,509,875
01332.png,96,48,400,455
13740.png,56,38,240,267
17081.png,51,25,176,200
19903.png,95,58,407,450
06265.png,-1,-1,-1,-1
08728.png,63,30,267,303
09883.png,40,19,182,206
17731.png,49,24,182,202
14349.png,49,29,174,196
02780.png,58,20,264,307
19966.png,45,27,182,196
00115.png,117,72,589,659
19539.png,38,29,184,200
09957.png,44,16,178,177
06610.png,82,65,388,435
16354.png,44,32,184,209
12968.png,42,16,182,201
09191.png,27,21,134,148
06196.png,63,48,360,393
02844.png,144,19,622,678
08150.png,186,0,467,225
04492.png,129,103,527,595
00376.png,47,31,207,234
07354.png,123,63,467,502
03591.png,-1,-1,-1,-1
18742.png,83,45,423,454
12382.png,120,28,496,504
15588.png,139,62,560,634
01337.png,35,22,141,158
07420.png,35,13,140,152
19749.png,74,44,414,453
03900.png,105,77,531,584
11540.png,108,64,543,605
16934.png,37,16,188,190
05720.png,191,99,744,809
17113.png,94,49,434,455
06154.png,129,32,557,606
01472.png,54,43,213,237
03320.png,63,1036,616,1749
16179.png,47,19,213,237
06757.png,69,25,245,239
10693.png,-1,-1,-1,-1
14240.png,42,19,178,197
16004.png,-1,-1,-1,-1
10035.png,109,77,502,560
17136.png,50,25,176,198
07564.png,54,27,214,239
15079.png,86,55,430,484
03338.png,64,31,239,266
05299.png,60,32,222,223
01530.png,87,33,418,457
17604.png,44,25,176,198
13111.png,101,68,366,400
09056.png,0,57,430,692
20589.png,187,183,496,568
06403.png,99,57,459,497
00850.png,46,27,183,205
13133.png,40,14,185,200
09045.png,62,29,219,244
20023.png,37,17,187,202
07973.png,160,80,505,548
01132.png,98,64,429,469
19927.png,41,22,177,191
05938.png,94,25,429,449
14051.png,49,22,185,198
14164.png,37,39,176,196
02338.png,70,37,344,376
00523.png,59,65,200,228
13745.png,39,28,188,204
00485.png,112,46,559,648
02788.png,78,34,316,358
12245.png,35,0,191,205
04912.png,59,41,238,266
06742.png,33,17,164,181
06348.png,66,53,225,229
04219.png,43,23,196,209
21294.png,-1,-1,-1,-1
10476.png,22,9,124,148
17177.png,156,74,627,705
22248.png,114,39,474,501
16173.png,45,14,190,203
07160.png,33,17,137,157
16864.png,94,73,414,459
00437.png,72,18,393,417
15091.png,37,17,184,199
16141.png,85,112,448,561
05958.png,64,44,222,241
16493.png,57,41,240,261
21040.png,35,26,181,195
18043.png,96,63,409,467
16965.png,50,27,179,190
04619.png,58,33,311,347
17634.png,34,21,179,211
05849.png,45,20,210,219
18644.png,46,18,177,202
13701.png,48,25,183,202
18197.png,62,33,223,223
21485.png,48,26,187,199
11981.png,44,29,178,205
04115.png,49,15,353,392
01182.png,42,33,213,228
03498.png,101,104,448,497
17704.png,86,45,434,480
20192.png,94,47,449,459
16168.png,50,31,182,197
06351.png,126,66,521,577
19269.png,35,25,158,174
17834.png,96,66,405,452
16707.png,45,31,176,190
15660.png,46,15,188,195
19145.png,78,29,369,410
12778.png,133,50,514,571
16391.png,88,52,359,406
08966.png,10,40,310,387
16027.png,38,14,185,201
06186.png,51,24,207,231
21142.png,35,22,184,204
15645.png,40,19,174,201
11411.png,39,28,180,206
01580.png,76,22,317,363
04854.png,195,147,614,695
07409.png,38,3,217,233
14657.png,86,30,473,520
05948.png,104,67,450,512
21979.png,96,46,434,472
17335.png,48,41,181,196
03789.png,69,51,335,387
13900.png,45,27,180,189
16417.png,35,18,179,198
21500.png,42,15,181,204
02668.png,95,40,398,449
20657.png,45,23,178,198
08262.png,49,32,237,267
02579.png,65,40,182,183
17284.png,44,20,185,205
00205.png,71,44,295,329
03366.png,28,18,106,115
13854.png,123,58,518,545
06132.png,121,61,491,535
15301.png,44,12,184,202
21754.png,-1,-1,-1,-1
16028.png,40,25,188,202
08665.png,66,45,208,225
00197.png,63,45,291,323
01531.png,166,443,359,639
04201.png,91,34,362,411
08531.png,121,99,416,449
01573.png,123,53,549,615
09376.png,79,41,371,399
21035.png,46,24,177,193
09689.png,88,47,301,325
15307.png,103,38,421,425
18629.png,52,34,233,254
00380.png,67,41,221,229
13487.png,32,21,185,206
05296.png,76,28,306,351
14332.png,98,57,419,438
08572.png,-1,-1,-1,-1
04817.png,79,41,381,407
06743.png,100,54,434,494
22251.png,31,14,113,118
12786.png,46,15,182,195
18755.png,161,83,548,616
18499.png,40,18,184,197
00549.png,90,39,385,414
05517.png,161,86,698,751
18171.png,-1,-1,-1,-1
16438.png,77,31,383,411
10460.png,33,1,199,204
03395.png,102,8,394,391
10207.png,94,43,413,435
19680.png,63,39,270,302
07559.png,51,0,252,281
19415.png,46,18,188,196
09951.png,85,37,413,447
15933.png,141,74,516,561
13988.png,42,21,179,202
17724.png,41,26,187,202
15580.png,72,27,374,400
05086.png,127,49,503,558
17129.png,84,39,401,434
16923.png,52,22,275,290
14924.png,43,23,175,199
21914.png,-1,-1,-1,-1
05147.png,79,51,400,469
21242.png,28,12,126,141
00968.png,37,14,237,270
20474.png,51,24,264,281
09577.png,44,29,184,213
21221.png,45,39,246,284
18092.png,43,19,181,202
09046.png,93,63,424,438
18234.png,39,22,195,208
07281.png,73,55,212,222
09583.png,30,14,119,133
12374.png,61,33,224,248
00501.png,48,37,176,204
00824.png,78,51,390,421
00189.png,67,35,279,322
15097.png,36,12,181,208
10487.png,145,93,422,455
17828.png,38,16,184,201
21127.png,37,16,182,204
00223.png,51,36,261,303
18711.png,44,18,178,194
11359.png,66,21,270,276
18303.png,92,32,447,451
02848.png,79,35,375,398
20200.png,104,21,406,438
13102.png,124,35,536,561
07061.png,89,48,351,397
06174.png,115,57,533,579
12682.png,48,27,177,190
07704.png,103,68,516,551
01234.png,116,55,496,558
01452.png,387,23,752,501
10489.png,26,5,186,220
21878.png,100,70,442,486
19772.png,204,62,897,954
03833.png,44,31,168,185
13383.png,46,17,183,196
05418.png,67,40,270,291
08771.png,47,21,204,225
10692.png,58,37,180,195
19782.png,32,15,144,154
08761.png,50,35,224,236
01160.png,82,37,395,439
06834.png,130,52,492,538
12790.png,44,22,207,226
20266.png,43,30,158,175
07984.png,-1,-1,-1,-1
18784.png,108,86,447,512
11821.png,77,29,370,410
06884.png,90,38,396,423
01983.png,27,11,116,122
06616.png,71,37,270,298
00049.png,58,31,202,218
08513.png,57,33,214,228
18980.png,52,29,184,199
06500.png,65,17,337,369
12260.png,48,22,181,196
03550.png,214,99,861,901
03300.png,44,13,233,243
15245.png,36,14,185,198
18732.png,41,8,192,205
18942.png,159,61,551,611
12418.png,42,29,175,199
06307.png,87,21,454,508
07421.png,40,0,157,142
21778.png,141,56,539,551
14848.png,-1,-1,-1,-1
10260.png,44,13,187,205
00645.png,142,68,573,650
18969.png,49,31,184,197
21860.png,56,14,197,210
00649.png,196,81,898,992
18948.png,52,39,183,199
14046.png,94,41,406,413
08555.png,27,16,108,121
16038.png,41,19,190,197
08322.png,-1,-1,-1,-1
09049.png,173,40,825,893
01923.png,114,62,397,442
10675.png,40,14,198,206
08063.png,81,54,410,460
06832.png,86,30,408,452
22106.png,29,8,152,165
08615.png,101,61,352,372
14985.png,38,25,188,200
12981.png,93,49,433,486
11757.png,64,21,289,319
15345.png,110,50,502,583
04510.png,58,48,199,229
06418.png,143,658,431,959
10642.png,104,64,394,437
07268.png,109,52,406,436
11259.png,46,27,185,195
04743.png,57,29,216,224
14350.png,104,51,476,543
17596.png,36,18,183,203
20078.png,-1,-1,-1,-1
16950.png,0,69,419,689
21958.png,49,21,186,200
20444.png,82,30,377,415
20497.png,46,20,191,208
15235.png,58,25,265,293
22219.png,80,42,357,404
16839.png,106,58,447,496
04744.png,51,36,216,232
02098.png,78,40,340,366
12751.png,-1,-1,-1,-1
04936.png,84,10,378,417
09274.png,103,40,487,533
12866.png,61,19,192,179
16608.png,45,19,176,201
01596.png,52,46,212,236
13244.png,35,18,162,168
10907.png,44,22,183,200
00284.png,124,60,561,623
11842.png,39,22,183,205
19544.png,52,20,222,245
11727.png,76,69,412,468
10133.png,42,17,197,203
10160.png,44,14,191,212
05435.png,69,52,380,431
04834.png,56,10,378,413
10546.png,39,28,202,209
07572.png,143,40,561,623
22122.png,103,48,470,519
09109.png,80,24,407,432
20277.png,44,31,184,204
14326.png,134,138,471,532
06988.png,-1,-1,-1,-1
00389.png,61,7,349,373
17051.png,111,43,445,489
07899.png,67,40,285,320
17955.png,-1,-1,-1,-1
05729.png,50,9,217,206
15376.png,22,12,182,215
02932.png,56,29,207,228
10348.png,121,29,466,496
13613.png,44,15,179,204
08053.png,95,42,380,420
14706.png,39,14,183,196
18435.png,38,9,192,205
18802.png,189,88,886,933
16433.png,113,51,583,660
06388.png,59,30,295,310
07132.png,133,52,537,614
10993.png,-1,-1,-1,-1
22185.png,42,21,203,223
06333.png,113,63,462,512
03418.png,50,29,218,232
11954.png,49,50,181,209
14729.png,-1,-1,-1,-1
10941.png,40,1,195,196
22290.png,-1,-1,-1,-1
14442.png,34,7,184,210
00867.png,92,45,445,468
10230.png,41,26,185,206
06030.png,51,18,240,251
05281.png,123,49,494,564
20676.png,152,95,612,682
01346.png,49,16,213,240
04676.png,105,57,420,475
08203.png,118,44,395,440
03750.png,23,9,112,139
15992.png,44,27,183,185
19899.png,98,58,408,448
19581.png,50,23,183,193
21107.png,54,28,244,268
15848.png,32,23,183,210
19703.png,74,17,241,230
04144.png,157,86,447,490
21543.png,51,26,262,284
09490.png,22,3,186,215
11471.png,-1,-1,-1,-1
10748.png,71,11,406,418
02588.png,-1,-1,-1,-1
09614.png,207,111,830,858
17795.png,39,22,181,198
04804.png,109,49,496,554
08834.png,56,50,206,231
02751.png,94,55,410,462
11809.png,41,20,192,202
20540.png,43,16,184,203
10373.png,38,33,177,195
00838.png,99,36,486,520
12656.png,110,49,414,448
17837.png,95,61,409,444
18580.png,105,77,419,461
06041.png,-1,-1,-1,-1
21681.png,123,59,521,569
04905.png,53,21,223,228
21121.png,35,5,206,215
12772.png,46,31,186,198
04400.png,73,55,428,494
20464.png,49,12,217,223
15568.png,86,34,372,413
07468.png,66,36,272,298
17887.png,44,36,179,195
12987.png,58,40,193,200
19626.png,85,0,382,382
08858.png,79,37,452,503
10759.png,81,43,404,457
16259.png,42,24,178,197
06718.png,115,44,482,548
01048.png,138,66,517,555
04678.png,45,24,228,255
06711.png,94,66,434,469
03157.png,56,29,235,250
15851.png,27,26,200,220
08473.png,83,20,358,398
01004.png,114,27,571,624
17476.png,86,52,433,490
05659.png,112,33,491,527
12738.png,96,74,428,472
03728.png,338,0,749,466
10123.png,44,22,175,204
12157.png,42,35,225,258
12147.png,-1,-1,-1,-1
07506.png,50,26,226,239
12947.png,33,15,135,146
15445.png,103,54,394,424
19878.png,-1,-1,-1,-1
06751.png,68,29,228,241
01726.png,-1,-1,-1,-1
01094.png,149,72,548,560
04099.png,-1,-1,-1,-1
19866.png,25,21,180,202
05639.png,103,33,398,422
14851.png,112,60,459,502
08851.png,81,76,472,517
02238.png,22,6,100,108
19035.png,-1,-1,-1,-1
00179.png,137,43,583,635
22000.png,98,49,411,431
06420.png,-1,-1,-1,-1
13765.png,47,18,181,204
10463.png,26,26,174,190
09762.png,155,68,649,719
03996.png,53,43,204,231
08037.png,29,14,143,162
19133.png,41,21,178,200
14697.png,45,25,183,203
15442.png,37,23,226,252
16599.png,-1,-1,-1,-1
21333.png,48,28,190,196
19528.png,43,29,189,214
10701.png,44,28,184,198
09522.png,43,28,182,190
19270.png,52,22,194,218
13866.png,43,26,183,201
19860.png,106,35,472,496
18726.png,43,25,180,191
09261.png,33,21,160,179
18599.png,47,12,272,289
08093.png,143,63,528,561
09936.png,42,30,179,202
12320.png,44,33,181,204
10223.png,134,51,542,583
17623.png,0,11,190,217
14314.png,33,22,153,169
07831.png,87,0,380,372
00216.png,58,25,189,224
05678.png,131,56,533,594
21691.png,204,108,829,855
10231.png,39,17,215,241
09044.png,41,24,162,183
18273.png,44,7,188,195
06734.png,-1,-1,-1,-1
02970.png,62,69,344,415
15540.png,129,87,385,400
05158.png,64,58,211,240
21586.png,101,61,436,461
18112.png,37,21,176,198
08922.png,50,21,216,231
15984.png,134,55,520,538
00642.png,89,39,412,448
19629.png,123,56,524,573
12478.png,-1,-1,-1,-1
13880.png,87,52,359,406
00776.png,26,22,65,72
07419.png,79,28,370,418
06818.png,39,21,208,234
20109.png,49,26,196,197
07926.png,145,98,535,587
17036.png,43,24,179,205
08509.png,43,13,235,248
13855.png,79,39,343,377
15457.png,44,35,183,199
07255.png,242,150,979,1122
14108.png,26,13,124,134
08391.png,63,45,235,255
16226.png,43,20,189,201
01059.png,125,82,558,612
16692.png,-1,-1,-1,-1
22140.png,35,15,131,142
07943.png,-1,-1,-1,-1
17579.png,209,87,945,996
08241.png,96,66,418,467
09573.png,40,16,186,202
03614.png,91,25,422,454
12451.png,43,29,182,205
00597.png,129,37,519,558
12269.png,86,52,392,443
12258.png,36,41,173,198
06048.png,50,33,215,226
03137.png,72,43,345,377
09815.png,82,30,359,391
06971.png,30,15,126,149
17390.png,122,70,544,598
03819.png,27,11,341,408
14248.png,213,77,1028,1149
10729.png,90,44,351,382
00788.png,86,31,361,401
20605.png,39,13,182,199
18708.png,-1,-1,-1,-1
17344.png,40,15,172,195
08278.png,123,153,430,531
05320.png,31,27,166,190
14594.png,86,27,479,533
00128.png,96,31,393,435
03588.png,-1,-1,-1,-1
13364.png,45,24,185,198
10894.png,79,32,436,488
13661.png,34,26,192,210
10391.png,39,34,176,193
18479.png,45,6,216,220
04097.png,99,53,445,481
17597.png,31,0,170,158
14142.png,30,14,146,155
13080.png,44,19,140,151
18277.png,37,22,182,201
10257.png,40,9,187,201
06363.png,225,200,507,574
02519.png,107,50,449,507
15945.png,95,22,404,433
06905.png,-1,-1,-1,-1
01800.png,52,25,215,237
02197.png,52,27,230,244
10944.png,70,28,338,367
18068.png,42,25,182,208
06693.png,51,0,242,248
12613.png,61,33,268,290
21366.png,81,75,408,468
08324.png,71,10,349,383
05940.png,52,26,219,246
04998.png,61,18,331,365
04414.png,50,18,191,213
18414.png,43,23,178,198
13977.png,41,41,178,199
00618.png,45,21,183,193
08840.png,49,27,225,235
20750.png,55,30,177,177
13991.png,41,15,194,214
15186.png,104,58,443,491
21605.png,136,47,578,608
13806.png,44,19,185,202
15178.png,38,16,184,204
07430.png,89,66,449,549
21257.png,75,40,315,330
14547.png,35,6,206,214
00276.png,42,19,164,181
02319.png,49,0,247,255
05549.png,79,50,397,446
06710.png,54,27,244,277
10499.png,100,56,461,523
20842.png,78,53,361,404
01884.png,109,126,359,508
15542.png,134,69,582,631
21508.png,39,17,169,179
03420.png,-1,-1,-1,-1
11508.png,81,25,384,410
13194.png,41,32,180,199
09198.png,295,153,756,682
11544.png,35,31,182,196
21278.png,117,58,521,582
20559.png,38,16,188,204
18713.png,45,13,178,206
16037.png,48,24,187,204
03144.png,83,30,385,418
04227.png,269,534,539,959
06312.png,129,41,588,655
17645.png,40,24,175,201
09607.png,45,23,180,199
20864.png,89,49,362,403
05484.png,45,14,193,208
21211.png,41,11,201,202
00958.png,70,36,283,321
11715.png,45,34,184,200
17793.png,39,22,180,198
02211.png,116,52,477,541
16679.png,89,35,342,387
14579.png,44,24,179,208
09929.png,-1,-1,-1,-1
20875.png,42,0,267,293
17963.png,106,56,483,516
15988.png,46,28,183,201
17256.png,69,25,362,406
01639.png,250,127,985,1066
12720.png,36,17,183,199
01865.png,59,32,223,238
18657.png,40,20,186,204
19520.png,84,70,313,346
07294.png,123,43,514,574
18236.png,-1,-1,-1,-1
07247.png,118,56,402,394
13038.png,141,109,476,512
02742.png,55,41,352,388
04820.png,65,40,329,372
15139.png,-1,-1,-1,-1
05609.png,45,11,242,259
19118.png,36,21,191,209
15491.png,51,36,176,205
14814.png,49,32,189,215
00740.png,109,51,392,436
05272.png,124,0,589,630
17855.png,55,24,240,261
21795.png,142,67,578,646
08823.png,115,28,534,599
18839.png,92,51,419,482
05315.png,87,59,420,456
09388.png,76,40,335,352
15840.png,123,67,512,592
20705.png,-1,-1,-1,-1
21274.png,-1,-1,-1,-1
06278.png,68,41,213,235
12102.png,102,60,518,564
00051.png,151,128,908,1079
06413.png,41,37,294,331
07706.png,39,25,171,196
12623.png,64,22,505,559
06932.png,-1,-1,-1,-1
04256.png,107,45,425,437
02651.png,107,48,426,482
21868.png,79,57,416,467
02871.png,83,89,561,708
17049.png,38,19,175,193
11609.png,36,10,191,201
20877.png,87,50,375,419
08296.png,82,36,420,453
21495.png,43,30,181,206
15826.png,46,32,182,203
08233.png,38,10,210,229
21022.png,40,24,184,203
18757.png,43,21,178,202
00728.png,62,42,230,242
18433.png,108,73,433,480
08479.png,31,16,127,135
15287.png,51,23,232,239
01920.png,52,18,213,225
07405.png,59,32,213,236
09094.png,27,4,142,162
15596.png,45,23,184,199
00344.png,121,86,470,530
01925.png,-1,-1,-1,-1
07739.png,97,38,386,422
07183.png,52,31,210,222
08526.png,49,12,233,268
01759.png,42,17,236,258
20465.png,39,23,184,202
15058.png,142,91,625,676
05807.png,53,31,261,296
14882.png,49,8,289,298
17137.png,24,14,127,154
19363.png,133,45,505,566
07975.png,55,27,207,226
04944.png,96,59,441,469
19185.png,47,27,174,181
17852.png,-1,-1,-1,-1
19931.png,36,15,188,202
